song_name,artist,cluster
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","Lorde, Khalid, Post Malone, SZA",14
Fast Car,"Jonas Blue, Dakota",6
Lautturi,PMMP,14
Valokuvia,Mamba,11
Jäätä (feat. Marja),"Tuomas Kauhanen, Marja",11
Pintakaasulla,JVG,11
Fuck the World,Pyhimys,6
v!@%#mikko,Pyhimys,7
Salt,Ava Max,2
Life Is Good (feat. Drake),"Future, Drake",0
"Alone, Pt. II","Alan Walker, Ava Max",11
Valo pimeän,Pyhimys,7
Turta,Adi L Hasla,7
Rare,Selena Gomez,6
You should be sad,Halsey,10
Pohjolan pidot (feat. Ilkka Vainio ja Levi-Äijä),"Pasi ja Anssi, Ilkka Vainio, Levi-Äijä",2
Before You Go,Lewis Capaldi,10
Vuonna nolla,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",6
Jos tuut mua vastaan (feat. la haka),"WIL, la haka",14
I Miss Having Sex But At Least I Don't Wanna Die Anymore,Waterparks,2
Peruskeissi,Lauri Haav,0
BLEACH,BROCKHAMPTON,5
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"Megan Thee Stallion, Ty Dolla $ign, Nicki Minaj",7
I BEEN BORN AGAIN,BROCKHAMPTON,0
Pohja laahaa (feat. Kube),"Eevil Stöö, OPA, Pehmee Goo, Kube",14
Can I,Drake,12
Days Like This (feat. Khalid),"GoldLink, Khalid",2
Focus (feat. 21 Savage),"Bazzi, 21 Savage",7
G Walk (with Chris Brown),"Lil Mosey, Chris Brown",7
GRoCERIES,"Chance the Rapper, TisaKorean, Murda Beatz",0
Haute (feat. J Balvin & Chris Brown),"Tyga, J Balvin, Chris Brown",2
Black Balloons Reprise,"Flying Lotus, Denzel Curry",14
SPEEDBOAT,Denzel Curry,2
Älä Sano,"Fabe, SHRTY",10
Hope,Jesse Markin,10
Kuolleet kadut (feat. Paperi T),"LIFE, Eevil Stöö, Paperi T",6
Slide (feat. Blueface & Lil Tjay),"French Montana, Blueface, Lil Tjay",0
Emotional (feat. Quavo),"Saweetie, Quavo",0
Good Form (feat. Lil Wayne) - Remix,"Nicki Minaj, Lil Wayne",2
Confessions of a Dangerous Mind,Logic,11
ADRENALINE,"RONNIE, Sideshow, ibe",10
Hotel Room Service,Pitbull,0
RIP (feat. G-Eazy & Drew Love),"Olivia O'Brien, G-Eazy, Drew Love",14
17,Spencer Barnett,6
Tumbala,Chimbala,11
With You,"Jay Sean, Gucci Mane, Asian Doll",11
Hear Me Calling,Juice WRLD,3
Empty,Juice WRLD,7
I,Lil Skies,6
Name in the Sand,Lil Skies,9
Wake Up,"Egzod, Chris Linton",9
sadboi,JORI SJÖROOS,3
Bank Account,21 Savage,0
Chanel Slides (feat. Kash Doll),"Dreezy, Kash Doll",7
Stressed,"Take A Daytrip, Octavian",7
ATA,"USHER, Zaytoven",14
Let's Get Lost (feat. Devon Baldwin),"G-Eazy, Devon Baldwin",14
False Alarm,The Weeknd,9
First Off (feat. Travis Scott),"Future, Travis Scott",7
Never Stop,Future,3
whoa (mind in awe),XXXTENTACION,13
Mo Bamba,Sheck Wes,7
Watch Me Fall,Lil Xan,14
I've Been Thinking,La Santa Cecilia,1
Runnin' Thru The 7th With My Woadies,"$uicideboy$, Pouya",0
Man Of The Year,ScHoolboy Q,7
Carrollton,$uicideboy$,0
2nd Hand,$uicideboy$,6
Distorted Records,A$AP Rocky,9
Canal St. (feat. Bones),"A$AP Rocky, BONES",0
Electric Body (feat. ScHoolboy Q),"A$AP Rocky, ScHoolboy Q",6
LVL,A$AP Rocky,14
Long Live A$AP,A$AP Rocky,0
Shutdown,Skepta,0
Low,"Mura Masa, Jay Prince",0
Saturne,"Nekfeu, Sneazzy, S.Pri Noir",0
GOLD,BROCKHAMPTON,14
Kilipää steelo,Lauri Haav,7
Campfire,"Aminé, Injury Reserve",0
Chateau,"Jaden, A$AP Rocky",0
Hollywood Whore,Machine Gun Kelly,14
Barbie Doll,Night Lovell,7
Bädäss,"Lauri Haav, Gettomasa",11
Jeesei,"Gettomasa, Paperi T, Lauri Haav",9
Breathe,"CamelPhat, Cristoph, Jem Cooke",9
Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,"Ty Dolla $ign, Future, Rae Sremmurd, Louis The Child",0
Rabbit Hole,"CamelPhat, Jem Cooke",2
The Power,"Duke Dumont, Zak Abel",14
I Feel Ya,"Cheat Codes, Danny Quest, Ina Wroldsen",11
Better Together,"Hayden James, Running Touch",11
Working For It,"ZHU, Skrillex, THEY.",11
Faded,ZHU,11
Somebody,"Sigala, HRVY, Nina Nesbitt",7
Panic Room,"Au/Ra, CamelPhat",2
Oceans,"CAZZETTE, Leo Stannard",9
Turn Me On (feat. Vula),"Riton, Oliver Heldens, Vula",2
Harleys In Hawaii,Katy Perry,11
Midnight Hour with Boys Noize & Ty Dolla $ign,"Skrillex, Boys Noize, Ty Dolla $ign",7
RICKY,Denzel Curry,0
do re mi,blackbear,10
Stay (feat. Njomza & Bipolar Sunshine),"Devault, NJOMZA, Bipolar Sunshine",10
Sunburn,DROELOE,14
"That's My N**** (with Meek Mill, YG & Snoop Dogg)","Meek Mill, YG, Snoop Dogg",5
Min väg,"SINAN, Matte Caliste",14
Lord Knows (feat. Tory Lanez),"Meek Mill, Tory Lanez",0
Blue Notes,Meek Mill,1
I Follow Rivers - The Magician Remix,"Lykke Li, The Magician",14
Intro,Meek Mill,0
Pray For Me (with Kendrick Lamar),"The Weeknd, Kendrick Lamar",10
Friday Night,Burak Yeter,2
Shameless,The Weeknd,10
Call Out My Name,The Weeknd,10
Hurt You,"The Weeknd, Gesaffelstein",9
Wasted Times,The Weeknd,14
Sign of the Times,Harry Styles,10
Lying Down,Céline Dion,14
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),"Lil Peep, ILOVEMAKONNEN, Fall Out Boy",11
gone girl,"iann dior, Trippie Redd",2
No Church In The Wild,"JAY-Z, Kanye West, Frank Ocean, The-Dream",14
Run This Town,"JAY-Z, Rihanna, Kanye West",0
Ni**as In Paris,"JAY-Z, Kanye West",0
Ain't Gonna Die Tonight (feat. Eric Nally),"Macklemore, Eric Nally",11
"The Island, Pt. 1 (Dawn) - Skrillex Remix","Pendulum, Skrillex",11
Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",7
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"Jennifer Lopez, Jadakiss, Styles P",2
Crossfire,Stephen,5
Remembering Myself,Stephen,9
Styroxista rakennettu talo,"Pyhimys, Saimaa",14
Kas vain,"Pyhimys, Saimaa",14
Optinen harha (feat. Ellips),"Pyhimys, Saimaa, Ellips",11
Ime huiluu,Gasellit,2
Spaceships,AREA21,5
Glad You Came,AREA21,2
HELP,AREA21,14
We Did It,AREA21,9
Girls,AREA21,0
Wizard,"Martin Garrix, Jay Hardway",5
Golden Pineapple,Jay Hardway,13
EDM Bubble,"Jay Hardway, Mike Cervello",11
Spotless,"Martin Garrix, Jay Hardway",13
No Guidance (feat. Drake),"Chris Brown, Drake",14
Sekaisin Sarasta,Lucas,14
Panini - DaBaby Remix,"Lil Nas X, DaBaby",11
Moonlight,XXXTENTACION,11
T-Shirt,Migos,0
Mercury: Retrograde,Ghostemane,0
Red Roses - LIOHN's Tokyo Drift Remix,"Lil Skies, LIOHN",2
Rip X,iamjakehill,6
Death Note,"Lil Gnar, Lil Skies, Craig Xen",0
My Last Words,Dax,0
F.N,Lil Tjay,0
La La La (feat. Wiz Khalifa),"Dorrough Music, Wiz Khalifa",11
Worth It,YK Osiris,14
Huuda!,Haloo Helsinki!,11
bad vibes forever (feat. PnB Rock & Trippie Redd),"XXXTENTACION, PnB Rock, Trippie Redd",2
Let Me Know (I Wonder Why Freestyle),Juice WRLD,14
Shotta Flow 3,NLE Choppa,5
Se jonka mä päästin karkuun,Erakossa,7
KIRPPARINARKKARI,ibe,6
KUU-UKKO,ibe,0
Armo,Apulanta,14
TÄN KAA (feat. BIZI),"Cledos, Bizi",2
Made in Italy,"Cledos, Mikael Gabriel",2
Töis (feat. Deezydavid),"Cledos, DeezyDavid",0
BINGO!,"Cledos, TheoFuego",0
Fendi Jeans,Cledos,6
Marvel,"Cledos, Bizi, MD$",7
Vintage Chanel,Cledos,0
Mä,Cledos,2
Swipe,"Cledos, TIPPA, Gracias, MD$, Bizi, Mikael Gabriel",11
Töis,"Cledos, DeezyDavid",0
VOLKSWAGEN,"MELO, ibe",0
Tonnin Stiflat,"ibe, Sexmane, william",2
Paranoidi,ibe,6
39N,ibe,0
EDGY,"ibe, Bizi, MELO",11
Cudi,ibe,11
Kendama,"ibe, TheoFuego",14
Stadi On Kylmä,ibe,5
Ibelius,ibe,12
KERRO MULLE,ibe,11
SUDET,ibe,13
MUOTOKUVA,ibe,11
ONLINE - OFFLINE,ibe,6
NONSENSE,"ibe, Vege",0
Keskusteluja,"ibe, DeezyDavid",11
Rakastuminen,ibe,11
HEI,ibe,0
Oma iTT3s,"ibe, Cavallini & Shrty",9
Vika Päivä,ibe,11
Monologi,ibe,0
Äänii,Mouhous,2
Likaset Vansit,Mouhous,9
Tonight (I'm Lovin' You),"Enrique Iglesias, Ludacris, DJ Frank E",9
Lalala - Remix - [feat. Enrique Iglesias & Carly Rae Jepsen],"Y2K, bbno$, Enrique Iglesias, Carly Rae Jepsen",6
TOES (feat. Lil Baby & Moneybagg Yo),"DaBaby, Lil Baby, Moneybagg Yo",0
We Are Not the Same,Young Roc,14
Fuck It up (feat. Yg),"Kamaiyah, YG",5
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",12
Ayy Macarena,Tyga,0
Juicy,"Doja Cat, Tyga",7
Lottery (Renegade),K CAMP,0
Candy,Doja Cat,6
Epäröimättä hetkeekään,"Elastinen, Jenni Vartiainen",5
No Time To Die,Billie Eilish,12
Sukupuuttoon,Nelli Matula,3
Hitaasti,Evelina,10
Physical,Dua Lipa,7
Stupid Love,Lady Gaga,2
beibs in the trap,Travis Scott,11
Superstar,Jamelia,7
All You Wanna Do,"SIX, Aimie Atkinson",11
Tunnel of Love - Remix,"ilyTOMMY, Savage Ga$p",2
No Bitch,Young Curt,0
All The Time 2,Wintertime,0
Did Too Much,LLusion,0
stupid,Tate McRae,14
Stop Snitchin,YG,0
Yes Indeed - Gypsy Woman Mix,Freddo,0
Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",0
dork,Sueco,0
Shop,Toby Fox,6
Attention,Todrick Hall,7
Hello?,"Clairo, Rejjie Snow",14
Mr. Clean,Yung Gravy,6
Cha Cha,Freddie Dredd,7
Boys,Lizzo,11
My Way,Queen Key,0
Make You Mine,PUBLIC,2
Shake That,Foe G4ng,0
Pull Up,Luh Kel,7
Wiggle It (feat. City Girls),"French Montana, City Girls",11
Walls Could Talk,Halsey,6
Savage,Ocean x KungFu,0
Doin Too Much,Kash Doll,0
CITY OF ANGELS,24kGoldn,11
Bussin,Tay Money,0
SIX'FO,ZaeHD & CEO,0
Liar,BigKlit,0
Woah,$wave,0
I Touch Myself,Scala & Kolacny Brothers,4
A Pimp Named Slickback,Lakim,11
Boys Will Be Bugs,Cavetown,10
Daddy (feat. Rich The Kid),"Blueface, Rich The Kid",0
Make His Pockets Hurt,Lil Kayla,2
Face Like a Model,Tre Coast,14
Skeezy Treesh,3NIGMA,0
What If I Told You That I Love You,Ali Gatie,12
Cannibal,Kesha,7
You Broke My Heart Again,"Teqkoi, Aiko",12
Ready or Not,Bridgit Mendler,7
My Heart Went Oops,Tiagz,0
Working Bitch,Ashnikko,14
Boys Ain't Shit,SAYGRACE,11
Førsterekka 2020,"Ringnes-Ronny, DJ FITTE",11
Bad Boy,"Yung Bae, bbno$, Billy Marchiafava",11
fast,Sueco,0
Lose Control,"MEDUZA, Becky Hill, Goodboys",14
In My Head,Jason Derulo,11
Vibe,Cookiee Kawaii,0
Mambo No. 5 (a Little Bit of...),Lou Bega,0
All Dat (with Megan Thee Stallion),"Moneybagg Yo, Megan Thee Stallion",0
Cradles,Sub Urban,0
Crystal Dolphin,Engelwood,5
Be Gone Thot!,LIL MAYO,6
Can't Take My Eyes off You,"Craymer, AIIVAWN",12
Cartier,"Dopebwoy, Chivv, 3robi",7
Death (feat. DaBaby),"Trippie Redd, DaBaby",11
Double Tap,"Benji Reyes, Oso Faneto",7
No Face No Case,Vinny West,0
Lost Boys,"Christopher Needle, Lil Toe, Bizarre, KAMASUTRA 9G",0
shining on my ex,"bbno$, Yung Gravy",0
Ligma,Billy Marchiafava,0
FML,Arizona Zervas,2
Vibin',Kesh Kesh,9
Tunnel of Love,"ilyTOMMY, Savage Ga$p",13
Opaul,Freddie Dredd,7
Erica,Kid Travis,11
Moral of the Story,Ashe,1
American Boy,"Estelle, Kanye West",0
Need Me,J.I the Prince of N.Y,11
HYMYPOIKA,MELO,6
These Boys,Adam Lambert,2
Lame Niggaz,Asian Doll,0
Love Songs - Bonus,Kaash Paige,12
Here To Stay,Meghan Trainor,6
Trust,Alina Baraz,14
I'll Kill You (feat. Jhené Aiko),"Summer Walker, Jhené Aiko",14
You & I (Nobody in the World),John Legend,14
Hetkeksi,YOUNGHEARTED,6
Love Me Back,Social House,1
Call Out My Name,The Weeknd,10
Pretty,"Landon Cube, 24kGoldn",11
sex money feelings die,Lykke Li,11
Haunt U,"mysticphonk, Lil Peep",1
Musta Kuva,SAMUEL,9
Fine China,"Future, Juice WRLD",0
The Question,"Mac Miller, Lil Wayne",2
Too Much,"Drake, Sampha",0
The Hills,The Weeknd,14
Teenage Fever,Drake,14
Privilege,The Weeknd,14
Think About Me,dvsn,8
Luving U,6LACK,14
PEACE OF MIND,PARTYNEXTDOOR,14
December (feat. Luca),"anders, LUCA",14
Lights Out,Nbdy,14
Sä,"TIPPA, Bizi",14
Test & Recognise - Flume Edit,"Seekae, Flume",10
Loukku,Sliki & Hamuelos,11
Lust,Lil Skies,2
Bad For You,Lil Tracy,9
Uusia kaatoi,Konsta Original,0
Still Depressed,"Kid Crave, Justin Stone",13
The Take (feat. Chris Brown),"Tory Lanez, Chris Brown",0
Cold World,Teddy,6
For You,Trevor Daniel,9
Without You,"Promoting Sounds, 7ru7h",14
imperfect.,"frzndisciple, XAM",9
THE DEVIL,XAM,12
HELLP,XAM,11
Antisocial,Oz Sparx,0
JUST ME,KILLBOY,9
Splash,"Ty James, unheard",7
WHEREDAFUCC,KILLBOY,11
Cry,Oz Sparx,11
Broken Memories,TheHxliday,6
Nemesis,TheHxliday,1
Still Inside My (feat. Mistery),"Andi, The Mistery",14
So Invisible,Nick Bonin,10
Mistakes,TheHxliday,10
I Can't Sleep,"POORSTACY, iann dior",10
make up,POORSTACY,0
Lucky Me,Vory,1
Yksin Et Ikinä Jää,Adizi X Typelik,0
Thank You [Not So Bad],"VIZE, Felix Jaehn",14
16v,"Cavallini & Shrty, Gettomasa, Cavallini",14
Heart On Ice,Rod Wave,14
Whole Lotta Lovin',"Mustard, Travis Scott",14
All the Time,Zara Larsson,11
Jenny (I Wanna Ruin Our Friendship),Studio Killers,2
Old Yeller,Fokin Osk,0
Hardest To Love,The Weeknd,10
Missed You - Bonus Track,The Weeknd,14
Save Your Tears,The Weeknd,7
Until I Bleed Out,The Weeknd,1
After Hours,The Weeknd,14
PTSD,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",11
In Your Eyes,The Weeknd,11
FIND MY WAY,DaBaby,11
Toosie Slide,Drake,6
Viaton,MELO,7
16v,"Cavallini & Shrty, Gettomasa",14
Drinking Problem,"Arizona Zervas, 27CLUB",0
BLACKOUT,Lil Kapow,0
Dior,Pop Smoke,0
In The End - Mellen Gi Remix,"Tommee Profitt, Fleurie, Mellen Gi",14
Sori en oo pahoillani,Mouhous,11
P2,Lil Uzi Vert,11
WHATS POPPIN,Jack Harlow,0
Heatin Up (feat. Gunna),"Lil Baby, Gunna",0
That Way,"Lil Uzi Vert, WanMor",11
Envy Me,Calboy,0
100k On A Coupe (feat. Calboy),"Pop Smoke, Calboy",9
Before Fame,OBN Dev,0
God Forgive Me,OBN Dev,0
Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),"Quando Rondo, 2 Chainz, A Boogie Wit da Hoodie",7
Imperfect Flower,Quando Rondo,0
Scarred From Love,Quando Rondo,0
Nightmares (feat. Lil Skies),"Yung Pinch, Lil Skies",3
20 Years Later,Yung Pinch,11
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","A Boogie Wit da Hoodie, London On Da Track, Roddy Ricch, Gunna",11
No Front,Comethazine,14
All Star (with Lil Tjay),"Lil Tecca, Lil Tjay",11
Diva (feat. Lil Tecca),"The Kid LAROI, Lil Tecca",9
Slide,Sada Baby,0
Like That,YSN Flow,7
No Go,Young Nudy,0
Number 1 (feat. Landon Cube),"Yung Pinch, Landon Cube",0
Drip Jacker,"Zaytoven, Lil Gotit",0
Overdue (with Travis Scott),"Metro Boomin, Travis Scott",1
90210 (feat. Kacy Hill),"Travis Scott, Kacy Hill",14
pick up the phone,"Young Thug, Travis Scott",9
Pornography,Travis Scott,5
Wasted (feat. Juicy J),"Travis Scott, Juicy J",0
Skechers,DripReport,6
They Call Me Tiago (Her Name Is Margo),Tiagz,6
Special (feat. Offset and Solo Lucci),"Young Thug, Offset, Solo Lucci",2
Monster,Lady Gaga,5
Freaking Out The Neighborhood,Mac DeMarco,11
Are You Bored Yet? (feat. Clairo),"Wallows, Clairo",11
Walked In,Ultradiox,0
Pew Pew Pew,Auntie Hammy,0
Astronomia,"Vicetone, Tony Igy",8
Breaking Me,"Topic, A7S",0
This City,Sam Fischer,6
I'm Sorry,Swell,11
Bust It Open,Lil Wil,2
Get Up (feat. Chamillionaire),"Ciara, Chamillionaire",11
223's (feat. 9lokknine),"YNW Melly, 9lokknine",0
Trust,Brent Faiyaz,6
Psycho!,MASN,6
Dirty Dancer,"Enrique Iglesias, USHER",2
Love Me Like You,Little Mix,2
3:15,Bazzi,7
Let Me Down Slowly,Alec Benjamin,1
Tears (feat. Louisa Johnson),"Clean Bandit, Louisa Johnson",9
My Life Is A Party - Radio Edit,ItaloBrothers,0
MEGATRON,Nicki Minaj,0
GTA San Andreas Theme (Remake),Ben Morfitt (SquidPhysics),6
Epic Sax,JR Serpent,8
Burnin' N' Itchin' - Ryanning Remix,"Lovely Peaches, Ryanning",6
ok boomer,"Peter Kuli, Jed Will",0
Fuck You Bitch,Wheeler Walker Jr.,2
Hentai,S3RL,0
Seinfeld,Charlie's Angels,8
Gas Pedal,"Sage The Gemini, Iamsu!",7
"My Neck, My Back",Khia,11
Get Low,"Lil Jon & The East Side Boyz, Ying Yang Twins",10
Don't Talk to Me,"Cal Chuchesta, Fellatia Geisha",0
Hey You There,Soulja Boy,0
Never Gonna Give You Up,Rick Astley,2
"Livin' in the Sunlight, Lovin' in the Moon Light",Tiny Tim,12
Why You Always Lying?,Nicholas Fraser,6
Love$ick (feat. A$AP Rocky),"Mura Masa, A$AP Rocky",11
KOD,J. Cole,7
What You Want,"Belly, The Weeknd",0
Shoota (feat. Lil Uzi Vert),"Playboi Carti, Lil Uzi Vert",0
Over Now,Post Malone,9
VIRAALI,ibe,0
Try Me,The Weeknd,14
1942 (feat. Yo Gotti & YBN Nahmir),"G-Eazy, Yo Gotti, YBN Nahmir",0
when the party's over,Billie Eilish,12
what are you so afraid of,XXXTENTACION,12
Losin Control,Russ,6
Kauas,Fabe,10
Kaikki On Hyvin,Paperi T,1
Karma - Skit,Juice WRLD,12
Moon & Stars (feat. Maggie Lindemann),"$NOT, Maggie Lindemann",6
Father Stretch My Hands Pt. 1,Kanye West,5
Lovefool,twocolors,10
you broke me first,Tate McRae,12
Leave Em Alone,"Quality Control, Layton Greene, Lil Baby, City Girls, PnB Rock",0
Kokonaan,Fabe,7
Girls in the Hood,Megan Thee Stallion,0
TROLLZ (with Nicki Minaj),"6ix9ine, Nicki Minaj",0
Bankrupt,Cuban Doll,0
Clout Chasin',City Girls,0
PUNANI,6ix9ine,0
Vastuu,"Turisti, MELO, KC",0
Pretty Girls,iann dior,6
Lying (feat. Lil Tjay),"PRETTYMUCH, Lil Tjay",9
Ghost Town,"Kanye West, PARTYNEXTDOOR",14
After Hours,The Weeknd,14
Hiljaa,"Fabe, SHRTY",0
Sick and Tired (ft. Machine Gun Kelly and Travis Barker),"iann dior, Machine Gun Kelly, Travis Barker",2
Don't Wanna Breathe,Kodak Black,14
Candy (feat. Trippie Redd),"Machine Gun Kelly, Trippie Redd",11
Rose Colored Glasses,Kelly Rowland,14
Not Friendly,Flo Milli,7
3 Musketeers,"NextYoungin, ppcocaine",6
Tap In,Saweetie,11
Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),"Mozzy, Iamsu!, Yo Gotti, DeJ Loaf",14
Cocky Af,Megan Thee Stallion,0
Act Up,City Girls,2
Hi Bich,Bhad Bhabie,6
Rules,Doja Cat,2
Big Booty (feat. Megan Thee Stallion),"Gucci Mane, Megan Thee Stallion",0
Hot Girl,Megan Thee Stallion,0
Let Me Blow Ya Mind,"Eve, Gwen Stefani, Stevie J",11
Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",0
Money Good,Megan Thee Stallion,0
Check,Meek Mill,0
Collard Greens,"ScHoolboy Q, Kendrick Lamar",2
Violent Crimes,Kanye West,0
Devil In A New Dress,"Kanye West, Rick Ross",14
Nights,Frank Ocean,14
Pound Cake / Paris Morton Music 2,"Drake, JAY-Z",0
Scared Of Love (with instrumental by Ghost Loft),Juice WRLD,9
I'll Be Fine,Juice WRLD,3
What You Know Bout Love,Pop Smoke,0
Drip Like ME,Kenndog,0
Put Your Records On,Ritt Momney,14
Lets Link,WhoHeem,11
Eyes Blue Like The Atlantic,"Sista Prod, Subvrbs",0
Pull Up,LMB DG,6
New Thang,Redfoo,7
Forever After All,Luke Combs,3
Deep End,Fousheé,0
Said Sum (feat. City Girls & DaBaby) - Remix,"Moneybagg Yo, City Girls, DaBaby",0
THICK,"DJ Chose, BeatKing",0
Promiscuous,"Nelly Furtado, Timbaland",11
Canceled,Larray,0
Backyard Boy,Claire Rosinkranz,0
Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,7
Space Cadet (feat. Gunna),"Metro Boomin, Gunna",6
Mood (feat. iann dior),"24kGoldn, iann dior",11
PRACTICE,DaBaby,0
Whole Lotta Choppas,Sada Baby,7
Upside Down,JVKE,7
Lemonade,"Internet Money, Gunna, Don Toliver, NAV",11
Capitalize Off Pain,Big $tunt,0
Ya Digg,Frostydasnowmann,0
Arcade,Duncan Laurence,12
Mad at Disney,salem ilese,5
What a Feeling,One Direction,11
UP LIKE AN INSOMNIAC - Freestyle,XXXTENTACION,0
Ex Bitch,XXXTENTACION,6
UGLY,XXXTENTACION,12
worldstar money (interlude),Joji,0
M to the B,Millie B,0
Michelle,Sir Chloe,10
Money Trees,"Kendrick Lamar, Jay Rock",10
9 Lives (feat. Too $hort & Ty Dolla $ign),"Eric Bellinger, Too $hort, Ty Dolla $ign",7
Papi Chulo,"Octavian, Skepta",14
You Got It,Vedo,6
Marlboro Nights,Lonely God,0
High On Life (feat. Bonn),"Martin Garrix, Bonn",14
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",3
Payphone,"Maroon 5, Wiz Khalifa",7
Ugly Heart,G.R.L.,2
Die Young,Kesha,11
Wasted,"Tiësto, Matthew Koma",7
Ophelia,The Lumineers,6
She Looks So Perfect,5 Seconds of Summer,3
All The Stars (with SZA),"Kendrick Lamar, SZA",2
No Idea,Don Toliver,14
Outta My Head,Diandra,7
Sex on Fire,Kings of Leon,3
Shameless,iann dior,2
Because Of You,Ne-Yo,11
Odota,Vepu,0
LEAD THE RACE (UNDEFEATED),Comethazine,0
Moon & Stars (feat. Maggie Lindemann),"$NOT, Maggie Lindemann",6
Henkilökohtaisesti,PMMP,3
Midnight Sky,Miley Cyrus,14
Love Galore (feat. Travis Scott),"SZA, Travis Scott",7
I Wish - Radio Edit,Skee-Lo,2
Behind Blue Eyes,Limp Bizkit,10
Cancer,My Chemical Romance,10
Jerk,Oliver Tree,9
Don't Look Back In Anger,Oasis,3
Star Shopping,Lil Peep,14
ghost girl,Lil Peep,10
driveway,Lil Peep,10
"skyscrapers (love now, cry later)",Lil Peep,10
yesterday,Lil Peep,10
Life is Beautiful,Lil Peep,10
Get Up 10,Cardi B,0
Drip (feat. Migos),"Cardi B, Migos",0
Bickenhead,Cardi B,0
Bodak Yellow,Cardi B,11
Solo,Frank Ocean,1
Be Yourself,Frank Ocean,0
Sunkaa,Fabe,11
Figure 8,Ellie Goulding,9
Love Me,Justin Bieber,7
Stuck In The Middle,Tai Verdes,6
KIDZ,"Hussa, Villayn",0
2z Don Corleon,Lil 2z,0
Chicago Freestyle (feat. Giveon),"Drake, Giveon",0
Iron Man,Black Sabbath,3
Speak (feat. The Kid Laroi),"Internet Money, The Kid LAROI",0
WRONG (feat. Lil Mosey),"The Kid LAROI, Lil Mosey",0
Hello (feat. A Boogie Wit da Hoodie),"Pop Smoke, A Boogie Wit da Hoodie",11
positions,Ariana Grande,7
34+35,Ariana Grande,7
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",3
pov,Ariana Grande,14
motive (with Doja Cat),"Ariana Grande, Doja Cat",11
Monster (Shawn Mendes & Justin Bieber),"Shawn Mendes, Justin Bieber",14
Prisoner (feat. Dua Lipa),"Miley Cyrus, Dua Lipa",11
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",11
On My Mind,"Diplo, SIDEPIECE",8
LEFT RIGHT,Bktherula,0
Space Girl,Frances Forever,6
Fight Me,Molly Brazy,0
Plastic Hearts,Miley Cyrus,3
Wobble,V.I.C.,0
Dead to Me Bass Boosted - Slowed,Moon OA,14
Prisoner (feat. Dua Lipa),"Miley Cyrus, Dua Lipa",11
How Bizarre,OMC,7
Little Lion Man,Mumford & Sons,10
I Got Bitches,Slugga Black,0
Powerful,"Major Lazer, Ellie Goulding, Tarrus Riley",11
Fuck It Up!,Ocho Drippin,0
What We Doin',City Girls,2
WITHOUT YOU,The Kid LAROI,6
A Pimp Named Slickback,Lakim,11
Perfect (Remix) (feat. Doja Cat & BIA),"Cousin Stizz, Doja Cat, BIA",0
WESPN,Sheck Wes,0
One Whole Day (feat. Wiz Khalifa),"Dixie, Wiz Khalifa",2
Whoopty,CJ,11
SoFtly / Killing Me Softly With His Song 2 - TikTok Remix,"Eduardo Luzquiños, Speernorman",0
When I ruled the world X Let Me See Your Hips Swing,Facemask Time,5
Dead Man Walking,Brent Faiyaz,1
Body,Megan Thee Stallion,0
Adderall (Corvette Corvette),Popp Hunna,0
My Only Wish (This Year),Britney Spears,7
Santa Tell Me,Ariana Grande,3
Last Christmas,Wham!,11
It's Beginning to Look a Lot like Christmas,Michael Bublé,12
Jingle Bell Rock,Bobby Helms,6
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,6
Underneath the Tree,Kelly Clarkson,3
Sleigh Ride,The Ronettes,7
Mistletoe,Justin Bieber,11
I'll Be Home for Christmas,Michael Bublé,12
Double CC's,City Girls,7
Viimeiset hitaat,Lauri Haav,14
RATCHET SATURN GIRL,Aminé,7
In My Mind Pt. 2 (feat. Georgi Kay),"Flo Rida, Georgi Kay",9
Pure Shores,All Saints,10
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)","The Kid LAROI, Machine Gun Kelly",14
No Way!,Bazzi,14
Never Change (feat. Future),"Trippie Redd, Future",9
Back to the Streets (feat. Jhené Aiko),"Saweetie, Jhené Aiko",7
Wolves (feat. Post Malone),"Big Sean, Post Malone",3
